total_seqtk_reads,sampled_cells,validation_error,total_UMIs,estimated_reads,estimated_UMIs,reads_per_cell,UMIs_per_cell,duplication_rate,dataset
5000000,1412,354.7,622740,1760598,219279,1246,155,8.03,SRR9170683
5000000,500,341.2,622740,623441,77648,1246,155,8.03,SRR9170683
5000000,500,391.4,622740,623441,77648,1246,155,8.03,SRR9170683
5000000,500,329.4,622740,623441,77648,1246,155,8.03,SRR9170683
5000000,500,328.0,622740,623441,77648,1246,155,8.03,SRR9170683
5000000,500,312.3,622740,623441,77648,1246,155,8.03,SRR9170683
5000000,500,358.0,622740,623441,77648,1246,155,8.03,SRR9170683
5000000,500,326.4,622740,623441,77648,1246,155,8.03,SRR9170683
5000000,500,330.3,622740,623441,77648,1246,155,8.03,SRR9170683
5000000,500,444.5,622740,623441,77648,1246,155,8.03,SRR9170683
5000000,500,362.9,622740,623441,77648,1246,155,8.03,SRR9170683
5000000,500,341.3,622740,623441,77648,1246,155,8.03,SRR9170683
5000000,500,383.2,622740,623441,77648,1246,155,8.03,SRR9170683
5000000,500,386.0,622740,623441,77648,1246,155,8.03,SRR9170683
5000000,500,398.0,622740,623441,77648,1246,155,8.03,SRR9170683
5000000,500,328.3,622740,623441,77648,1246,155,8.03,SRR9170683
5000000,500,436.3,622740,623441,77648,1246,155,8.03,SRR9170683
5000000,500,427.7,622740,623441,77648,1246,155,8.03,SRR9170683
5000000,500,355.9,622740,623441,77648,1246,155,8.03,SRR9170683
5000000,500,397.8,622740,623441,77648,1246,155,8.03,SRR9170683
5000000,500,353.6,622740,623441,77648,1246,155,8.03,SRR9170683
5000000,500,379.1,622740,623441,77648,1246,155,8.03,SRR9170683
5000000,500,368.9,622740,623441,77648,1246,155,8.03,SRR9170683
5000000,500,407.0,622740,623441,77648,1246,155,8.03,SRR9170683
5000000,500,656.9,622740,623441,77648,1246,155,8.03,SRR9170683
5000000,500,421.9,622740,623441,77648,1246,155,8.03,SRR9170683
5000000,500,395.7,622740,623441,77648,1246,155,8.03,SRR9170683
5000000,500,371.7,622740,623441,77648,1246,155,8.03,SRR9170683
5000000,500,415.5,622740,623441,77648,1246,155,8.03,SRR9170683
5000000,500,315.0,622740,623441,77648,1246,155,8.03,SRR9170683
5000000,1412,352.6,622740,1760598,219279,1246,155,8.03,SRR9170683
5000000,1412,366.6,622740,1760598,219279,1246,155,8.03,SRR9170683
5000000,1412,361.9,622740,1760598,219279,1246,155,8.03,SRR9170683
5000000,1412,412.7,622740,1760598,219279,1246,155,8.03,SRR9170683
5000000,1412,441.5,622740,1760598,219279,1246,155,8.03,SRR9170683
5000000,1412,355.9,622740,1760598,219279,1246,155,8.03,SRR9170683
5000000,1412,379.8,622740,1760598,219279,1246,155,8.03,SRR9170683
5000000,1412,461.1,622740,1760598,219279,1246,155,8.03,SRR9170683
5000000,1412,317.4,622740,1760598,219279,1246,155,8.03,SRR9170683
5000000,1412,386.1,622740,1760598,219279,1246,155,8.03,SRR9170683
5000000,1412,366.0,622740,1760598,219279,1246,155,8.03,SRR9170683
5000000,1412,358.8,622740,1760598,219279,1246,155,8.03,SRR9170683
5000000,1412,320.7,622740,1760598,219279,1246,155,8.03,SRR9170683
5000000,1412,400.9,622740,1760598,219279,1246,155,8.03,SRR9170683
5000000,1412,329.2,622740,1760598,219279,1246,155,8.03,SRR9170683
5000000,1412,361.5,622740,1760598,219279,1246,155,8.03,SRR9170683
5000000,1412,289.6,622740,1760598,219279,1246,155,8.03,SRR9170683
5000000,1412,416.6,622740,1760598,219279,1246,155,8.03,SRR9170683
5000000,1412,337.6,622740,1760598,219279,1246,155,8.03,SRR9170683
5000000,1412,338.9,622740,1760598,219279,1246,155,8.03,SRR9170683
5000000,1412,340.4,622740,1760598,219279,1246,155,8.03,SRR9170683
5000000,1412,363.2,622740,1760598,219279,1246,155,8.03,SRR9170683
5000000,1412,352.3,622740,1760598,219279,1246,155,8.03,SRR9170683
5000000,1412,335.0,622740,1760598,219279,1246,155,8.03,SRR9170683
5000000,1412,295.2,622740,1760598,219279,1246,155,8.03,SRR9170683
5000000,1412,353.8,622740,1760598,219279,1246,155,8.03,SRR9170683
5000000,1412,344.1,622740,1760598,219279,1246,155,8.03,SRR9170683
5000000,707,344.2,622740,881546,109794,1246,155,8.03,SRR9170683
5000000,1412,342.4,622740,1760598,219279,1246,155,8.03,SRR9170683
5000000,500,334.0,622740,623441,77648,1246,155,8.03,SRR9170683
5000000,999,399.9,622740,1245635,155141,1246,155,8.03,SRR9170683
5000000,707,398.5,622740,881546,109794,1246,155,8.03,SRR9170683
5000000,707,429.6,622740,881546,109794,1246,155,8.03,SRR9170683
5000000,707,350.5,622740,881546,109794,1246,155,8.03,SRR9170683
5000000,707,434.7,622740,881546,109794,1246,155,8.03,SRR9170683
5000000,707,435.1,622740,881546,109794,1246,155,8.03,SRR9170683
5000000,707,378.9,622740,881546,109794,1246,155,8.03,SRR9170683
5000000,707,357.6,622740,881546,109794,1246,155,8.03,SRR9170683
5000000,707,424.1,622740,881546,109794,1246,155,8.03,SRR9170683
5000000,707,386.3,622740,881546,109794,1246,155,8.03,SRR9170683
5000000,707,596.2,622740,881546,109794,1246,155,8.03,SRR9170683
5000000,707,425.3,622740,881546,109794,1246,155,8.03,SRR9170683
5000000,707,352.5,622740,881546,109794,1246,155,8.03,SRR9170683
5000000,707,354.9,622740,881546,109794,1246,155,8.03,SRR9170683
5000000,707,472.6,622740,881546,109794,1246,155,8.03,SRR9170683
5000000,707,372.2,622740,881546,109794,1246,155,8.03,SRR9170683
5000000,707,420.2,622740,881546,109794,1246,155,8.03,SRR9170683
5000000,707,396.3,622740,881546,109794,1246,155,8.03,SRR9170683
5000000,707,536.5,622740,881546,109794,1246,155,8.03,SRR9170683
5000000,707,489.2,622740,881546,109794,1246,155,8.03,SRR9170683
5000000,707,515.6,622740,881546,109794,1246,155,8.03,SRR9170683
5000000,707,348.4,622740,881546,109794,1246,155,8.03,SRR9170683
5000000,707,400.8,622740,881546,109794,1246,155,8.03,SRR9170683
5000000,707,500.7,622740,881546,109794,1246,155,8.03,SRR9170683
5000000,707,430.6,622740,881546,109794,1246,155,8.03,SRR9170683
5000000,707,474.2,622740,881546,109794,1246,155,8.03,SRR9170683
5000000,707,360.3,622740,881546,109794,1246,155,8.03,SRR9170683
5000000,707,349.9,622740,881546,109794,1246,155,8.03,SRR9170683
5000000,999,353.8,622740,1245635,155141,1246,155,8.03,SRR9170683
5000000,707,400.9,622740,881546,109794,1246,155,8.03,SRR9170683
5000000,999,457.9,622740,1245635,155141,1246,155,8.03,SRR9170683
5000000,999,327.8,622740,1245635,155141,1246,155,8.03,SRR9170683
5000000,999,404.6,622740,1245635,155141,1246,155,8.03,SRR9170683
5000000,999,436.9,622740,1245635,155141,1246,155,8.03,SRR9170683
5000000,999,350.8,622740,1245635,155141,1246,155,8.03,SRR9170683
5000000,999,383.3,622740,1245635,155141,1246,155,8.03,SRR9170683
5000000,999,500.8,622740,1245635,155141,1246,155,8.03,SRR9170683
5000000,999,351.9,622740,1245635,155141,1246,155,8.03,SRR9170683
5000000,999,388.9,622740,1245635,155141,1246,155,8.03,SRR9170683
5000000,999,343.4,622740,1245635,155141,1246,155,8.03,SRR9170683
5000000,999,326.0,622740,1245635,155141,1246,155,8.03,SRR9170683
5000000,999,356.5,622740,1245635,155141,1246,155,8.03,SRR9170683
5000000,999,338.6,622740,1245635,155141,1246,155,8.03,SRR9170683
