total_seqtk_reads,sampled_cells,validation_error,total_UMIs,estimated_reads,estimated_UMIs,reads_per_cell,UMIs_per_cell,duplication_rate,dataset
5000000,5642,5385.9,2103687,2359682,992806,418,175,2.38,pbmc_10k_v3
5000000,7978,5744.2,2103687,3336679,1403865,418,175,2.38,pbmc_10k_v3
5000000,7978,5724.1,2103687,3336679,1403865,418,175,2.38,pbmc_10k_v3
5000000,7978,6894.9,2103687,3336679,1403865,418,175,2.38,pbmc_10k_v3
5000000,7978,7139.0,2103687,3336679,1403865,418,175,2.38,pbmc_10k_v3
5000000,7978,7415.2,2103687,3336679,1403865,418,175,2.38,pbmc_10k_v3
5000000,7978,8083.4,2103687,3336679,1403865,418,175,2.38,pbmc_10k_v3
5000000,1996,6424.0,2103687,834797,351230,418,175,2.38,pbmc_10k_v3
5000000,1996,5602.3,2103687,834797,351230,418,175,2.38,pbmc_10k_v3
5000000,7978,7105.3,2103687,3336679,1403865,418,175,2.38,pbmc_10k_v3
5000000,1996,4569.5,2103687,834797,351230,418,175,2.38,pbmc_10k_v3
5000000,1996,4662.7,2103687,834797,351230,418,175,2.38,pbmc_10k_v3
5000000,1996,6196.3,2103687,834797,351230,418,175,2.38,pbmc_10k_v3
5000000,1996,10255.5,2103687,834797,351230,418,175,2.38,pbmc_10k_v3
5000000,1996,5760.8,2103687,834797,351230,418,175,2.38,pbmc_10k_v3
5000000,1996,5427.1,2103687,834797,351230,418,175,2.38,pbmc_10k_v3
5000000,1996,6701.6,2103687,834797,351230,418,175,2.38,pbmc_10k_v3
5000000,1996,7112.5,2103687,834797,351230,418,175,2.38,pbmc_10k_v3
5000000,1996,5210.4,2103687,834797,351230,418,175,2.38,pbmc_10k_v3
5000000,1996,5542.1,2103687,834797,351230,418,175,2.38,pbmc_10k_v3
5000000,7978,5176.4,2103687,3336679,1403865,418,175,2.38,pbmc_10k_v3
5000000,7978,7749.2,2103687,3336679,1403865,418,175,2.38,pbmc_10k_v3
5000000,7978,4062.7,2103687,3336679,1403865,418,175,2.38,pbmc_10k_v3
5000000,1996,6689.4,2103687,834797,351230,418,175,2.38,pbmc_10k_v3
5000000,7978,5773.9,2103687,3336679,1403865,418,175,2.38,pbmc_10k_v3
5000000,7978,6505.0,2103687,3336679,1403865,418,175,2.38,pbmc_10k_v3
5000000,7978,5342.1,2103687,3336679,1403865,418,175,2.38,pbmc_10k_v3
5000000,7978,5516.8,2103687,3336679,1403865,418,175,2.38,pbmc_10k_v3
5000000,7978,4651.1,2103687,3336679,1403865,418,175,2.38,pbmc_10k_v3
5000000,7978,6621.7,2103687,3336679,1403865,418,175,2.38,pbmc_10k_v3
5000000,7978,5807.6,2103687,3336679,1403865,418,175,2.38,pbmc_10k_v3
5000000,7978,7730.1,2103687,3336679,1403865,418,175,2.38,pbmc_10k_v3
5000000,7978,7613.1,2103687,3336679,1403865,418,175,2.38,pbmc_10k_v3
5000000,7978,6027.7,2103687,3336679,1403865,418,175,2.38,pbmc_10k_v3
5000000,7978,5889.5,2103687,3336679,1403865,418,175,2.38,pbmc_10k_v3
5000000,7978,6608.4,2103687,3336679,1403865,418,175,2.38,pbmc_10k_v3
5000000,7978,6177.1,2103687,3336679,1403865,418,175,2.38,pbmc_10k_v3
5000000,7978,7260.5,2103687,3336679,1403865,418,175,2.38,pbmc_10k_v3
5000000,7978,5134.3,2103687,3336679,1403865,418,175,2.38,pbmc_10k_v3
5000000,7978,6985.3,2103687,3336679,1403865,418,175,2.38,pbmc_10k_v3
5000000,7978,8588.7,2103687,3336679,1403865,418,175,2.38,pbmc_10k_v3
5000000,7978,8247.9,2103687,3336679,1403865,418,175,2.38,pbmc_10k_v3
5000000,1996,6075.9,2103687,834797,351230,418,175,2.38,pbmc_10k_v3
5000000,1996,6127.8,2103687,834797,351230,418,175,2.38,pbmc_10k_v3
5000000,1996,5174.3,2103687,834797,351230,418,175,2.38,pbmc_10k_v3
5000000,1996,7706.8,2103687,834797,351230,418,175,2.38,pbmc_10k_v3
5000000,1412,5830.4,2103687,590547,248465,418,175,2.38,pbmc_10k_v3
5000000,1412,7684.7,2103687,590547,248465,418,175,2.38,pbmc_10k_v3
5000000,1412,7333.5,2103687,590547,248465,418,175,2.38,pbmc_10k_v3
5000000,1412,5358.6,2103687,590547,248465,418,175,2.38,pbmc_10k_v3
5000000,1412,6121.9,2103687,590547,248465,418,175,2.38,pbmc_10k_v3
5000000,1412,7658.6,2103687,590547,248465,418,175,2.38,pbmc_10k_v3
5000000,1412,7303.9,2103687,590547,248465,418,175,2.38,pbmc_10k_v3
5000000,1412,5315.0,2103687,590547,248465,418,175,2.38,pbmc_10k_v3
