total_seqtk_reads,sampled_cells,validation_error,total_UMIs,estimated_reads,estimated_UMIs,reads_per_cell,UMIs_per_cell,duplication_rate,dataset
5000000,707,1818.1,1687511,915803,309085,1295,437,2.96,SRR9169194
5000000,999,1215.6,1687511,1294041,436741,1295,437,2.96,SRR9169194
5000000,999,1297.3,1687511,1294041,436741,1295,437,2.96,SRR9169194
5000000,999,1354.4,1687511,1294041,436741,1295,437,2.96,SRR9169194
5000000,999,1429.5,1687511,1294041,436741,1295,437,2.96,SRR9169194
5000000,999,1181.8,1687511,1294041,436741,1295,437,2.96,SRR9169194
5000000,999,1177.9,1687511,1294041,436741,1295,437,2.96,SRR9169194
5000000,999,1435.5,1687511,1294041,436741,1295,437,2.96,SRR9169194
5000000,999,1102.9,1687511,1294041,436741,1295,437,2.96,SRR9169194
5000000,999,1186.0,1687511,1294041,436741,1295,437,2.96,SRR9169194
5000000,999,1366.2,1687511,1294041,436741,1295,437,2.96,SRR9169194
5000000,999,1317.9,1687511,1294041,436741,1295,437,2.96,SRR9169194
5000000,999,1567.1,1687511,1294041,436741,1295,437,2.96,SRR9169194
5000000,1996,1218.1,1687511,2585492,872609,1295,437,2.96,SRR9169194
5000000,999,946.8,1687511,1294041,436741,1295,437,2.96,SRR9169194
5000000,999,1346.7,1687511,1294041,436741,1295,437,2.96,SRR9169194
5000000,999,1082.3,1687511,1294041,436741,1295,437,2.96,SRR9169194
5000000,999,1711.9,1687511,1294041,436741,1295,437,2.96,SRR9169194
5000000,999,1238.4,1687511,1294041,436741,1295,437,2.96,SRR9169194
5000000,999,1320.1,1687511,1294041,436741,1295,437,2.96,SRR9169194
5000000,999,1584.5,1687511,1294041,436741,1295,437,2.96,SRR9169194
5000000,999,1173.7,1687511,1294041,436741,1295,437,2.96,SRR9169194
5000000,999,1480.2,1687511,1294041,436741,1295,437,2.96,SRR9169194
5000000,999,1316.2,1687511,1294041,436741,1295,437,2.96,SRR9169194
5000000,999,1204.0,1687511,1294041,436741,1295,437,2.96,SRR9169194
5000000,999,1829.3,1687511,1294041,436741,1295,437,2.96,SRR9169194
5000000,999,1229.2,1687511,1294041,436741,1295,437,2.96,SRR9169194
5000000,999,1291.4,1687511,1294041,436741,1295,437,2.96,SRR9169194
5000000,999,933.9,1687511,1294041,436741,1295,437,2.96,SRR9169194
5000000,2822,1038.2,1687511,3655440,1233719,1295,437,2.96,SRR9169194
5000000,1996,849.0,1687511,2585492,872609,1295,437,2.96,SRR9169194
5000000,2822,1250.1,1687511,3655440,1233719,1295,437,2.96,SRR9169194
5000000,2822,1511.2,1687511,3655440,1233719,1295,437,2.96,SRR9169194
5000000,2822,1084.0,1687511,3655440,1233719,1295,437,2.96,SRR9169194
5000000,2822,800.3,1687511,3655440,1233719,1295,437,2.96,SRR9169194
5000000,2822,1101.1,1687511,3655440,1233719,1295,437,2.96,SRR9169194
5000000,2822,1345.2,1687511,3655440,1233719,1295,437,2.96,SRR9169194
5000000,2822,1599.3,1687511,3655440,1233719,1295,437,2.96,SRR9169194
5000000,2822,1351.2,1687511,3655440,1233719,1295,437,2.96,SRR9169194
5000000,2822,1420.6,1687511,3655440,1233719,1295,437,2.96,SRR9169194
5000000,2822,1292.7,1687511,3655440,1233719,1295,437,2.96,SRR9169194
5000000,2822,1433.5,1687511,3655440,1233719,1295,437,2.96,SRR9169194
5000000,2822,847.6,1687511,3655440,1233719,1295,437,2.96,SRR9169194
5000000,2822,1320.0,1687511,3655440,1233719,1295,437,2.96,SRR9169194
5000000,2822,932.4,1687511,3655440,1233719,1295,437,2.96,SRR9169194
5000000,2822,1229.7,1687511,3655440,1233719,1295,437,2.96,SRR9169194
5000000,2822,1173.6,1687511,3655440,1233719,1295,437,2.96,SRR9169194
5000000,2822,1213.4,1687511,3655440,1233719,1295,437,2.96,SRR9169194
5000000,2822,1320.1,1687511,3655440,1233719,1295,437,2.96,SRR9169194
5000000,2822,1082.6,1687511,3655440,1233719,1295,437,2.96,SRR9169194
5000000,2822,1245.8,1687511,3655440,1233719,1295,437,2.96,SRR9169194
5000000,2822,1163.4,1687511,3655440,1233719,1295,437,2.96,SRR9169194
5000000,2822,1235.4,1687511,3655440,1233719,1295,437,2.96,SRR9169194
5000000,2822,959.1,1687511,3655440,1233719,1295,437,2.96,SRR9169194
5000000,2822,966.6,1687511,3655440,1233719,1295,437,2.96,SRR9169194
5000000,2822,1301.9,1687511,3655440,1233719,1295,437,2.96,SRR9169194
5000000,2822,1631.3,1687511,3655440,1233719,1295,437,2.96,SRR9169194
5000000,2822,1220.4,1687511,3655440,1233719,1295,437,2.96,SRR9169194
5000000,999,994.0,1687511,1294041,436741,1295,437,2.96,SRR9169194
5000000,999,1145.4,1687511,1294041,436741,1295,437,2.96,SRR9169194
5000000,999,1436.4,1687511,1294041,436741,1295,437,2.96,SRR9169194
5000000,500,1052.8,1687511,647668,218589,1295,437,2.96,SRR9169194
5000000,1996,1859.4,1687511,2585492,872609,1295,437,2.96,SRR9169194
5000000,1996,1145.2,1687511,2585492,872609,1295,437,2.96,SRR9169194
5000000,1996,788.2,1687511,2585492,872609,1295,437,2.96,SRR9169194
5000000,1996,1516.3,1687511,2585492,872609,1295,437,2.96,SRR9169194
5000000,1996,944.2,1687511,2585492,872609,1295,437,2.96,SRR9169194
5000000,1996,783.9,1687511,2585492,872609,1295,437,2.96,SRR9169194
5000000,1996,951.4,1687511,2585492,872609,1295,437,2.96,SRR9169194
5000000,1996,1067.3,1687511,2585492,872609,1295,437,2.96,SRR9169194
5000000,1996,1637.0,1687511,2585492,872609,1295,437,2.96,SRR9169194
5000000,1996,1368.3,1687511,2585492,872609,1295,437,2.96,SRR9169194
5000000,1996,1504.3,1687511,2585492,872609,1295,437,2.96,SRR9169194
5000000,500,1231.2,1687511,647668,218589,1295,437,2.96,SRR9169194
5000000,1996,1112.1,1687511,2585492,872609,1295,437,2.96,SRR9169194
5000000,1996,1144.5,1687511,2585492,872609,1295,437,2.96,SRR9169194
5000000,1996,1236.8,1687511,2585492,872609,1295,437,2.96,SRR9169194
5000000,1996,1304.3,1687511,2585492,872609,1295,437,2.96,SRR9169194
5000000,1996,1012.6,1687511,2585492,872609,1295,437,2.96,SRR9169194
5000000,1996,992.6,1687511,2585492,872609,1295,437,2.96,SRR9169194
5000000,1996,1645.7,1687511,2585492,872609,1295,437,2.96,SRR9169194
5000000,1996,861.7,1687511,2585492,872609,1295,437,2.96,SRR9169194
5000000,1996,1037.6,1687511,2585492,872609,1295,437,2.96,SRR9169194
5000000,1996,1751.3,1687511,2585492,872609,1295,437,2.96,SRR9169194
5000000,1996,1178.9,1687511,2585492,872609,1295,437,2.96,SRR9169194
5000000,1996,1174.5,1687511,2585492,872609,1295,437,2.96,SRR9169194
5000000,1996,1438.6,1687511,2585492,872609,1295,437,2.96,SRR9169194
5000000,1996,935.1,1687511,2585492,872609,1295,437,2.96,SRR9169194
5000000,500,971.9,1687511,647668,218589,1295,437,2.96,SRR9169194
5000000,500,1352.7,1687511,647668,218589,1295,437,2.96,SRR9169194
5000000,500,1027.5,1687511,647668,218589,1295,437,2.96,SRR9169194
5000000,707,1086.4,1687511,915803,309085,1295,437,2.96,SRR9169194
5000000,1996,1508.7,1687511,2585492,872609,1295,437,2.96,SRR9169194
5000000,500,1749.2,1687511,647668,218589,1295,437,2.96,SRR9169194
5000000,500,1177.4,1687511,647668,218589,1295,437,2.96,SRR9169194
5000000,500,1920.0,1687511,647668,218589,1295,437,2.96,SRR9169194
5000000,500,1476.6,1687511,647668,218589,1295,437,2.96,SRR9169194
5000000,500,1179.3,1687511,647668,218589,1295,437,2.96,SRR9169194
5000000,500,922.7,1687511,647668,218589,1295,437,2.96,SRR9169194
5000000,500,1149.8,1687511,647668,218589,1295,437,2.96,SRR9169194
5000000,500,1312.5,1687511,647668,218589,1295,437,2.96,SRR9169194
5000000,500,1079.0,1687511,647668,218589,1295,437,2.96,SRR9169194
5000000,500,1070.3,1687511,647668,218589,1295,437,2.96,SRR9169194
5000000,500,1208.2,1687511,647668,218589,1295,437,2.96,SRR9169194
5000000,500,1466.5,1687511,647668,218589,1295,437,2.96,SRR9169194
5000000,500,1304.4,1687511,647668,218589,1295,437,2.96,SRR9169194
5000000,500,1037.1,1687511,647668,218589,1295,437,2.96,SRR9169194
5000000,500,1123.0,1687511,647668,218589,1295,437,2.96,SRR9169194
5000000,500,862.5,1687511,647668,218589,1295,437,2.96,SRR9169194
5000000,500,1084.5,1687511,647668,218589,1295,437,2.96,SRR9169194
5000000,500,1053.9,1687511,647668,218589,1295,437,2.96,SRR9169194
5000000,500,1123.3,1687511,647668,218589,1295,437,2.96,SRR9169194
5000000,500,670.7,1687511,647668,218589,1295,437,2.96,SRR9169194
5000000,500,801.5,1687511,647668,218589,1295,437,2.96,SRR9169194
5000000,500,1012.7,1687511,647668,218589,1295,437,2.96,SRR9169194
5000000,500,1245.7,1687511,647668,218589,1295,437,2.96,SRR9169194
5000000,500,899.0,1687511,647668,218589,1295,437,2.96,SRR9169194
5000000,500,1291.5,1687511,647668,218589,1295,437,2.96,SRR9169194
5000000,1996,1185.3,1687511,2585492,872609,1295,437,2.96,SRR9169194
5000000,2822,820.8,1687511,3655440,1233719,1295,437,2.96,SRR9169194
5000000,2822,1533.2,1687511,3655440,1233719,1295,437,2.96,SRR9169194
5000000,707,1374.4,1687511,915803,309085,1295,437,2.96,SRR9169194
5000000,1412,1162.4,1687511,1829015,617296,1295,437,2.96,SRR9169194
5000000,1412,1486.4,1687511,1829015,617296,1295,437,2.96,SRR9169194
5000000,1412,1118.0,1687511,1829015,617296,1295,437,2.96,SRR9169194
5000000,1412,1134.9,1687511,1829015,617296,1295,437,2.96,SRR9169194
5000000,1412,1673.3,1687511,1829015,617296,1295,437,2.96,SRR9169194
5000000,1412,1043.0,1687511,1829015,617296,1295,437,2.96,SRR9169194
5000000,1412,1356.5,1687511,1829015,617296,1295,437,2.96,SRR9169194
5000000,1412,1374.6,1687511,1829015,617296,1295,437,2.96,SRR9169194
5000000,1412,1295.7,1687511,1829015,617296,1295,437,2.96,SRR9169194
5000000,1412,1174.8,1687511,1829015,617296,1295,437,2.96,SRR9169194
5000000,1412,928.1,1687511,1829015,617296,1295,437,2.96,SRR9169194
5000000,1412,1477.8,1687511,1829015,617296,1295,437,2.96,SRR9169194
5000000,1412,1193.6,1687511,1829015,617296,1295,437,2.96,SRR9169194
5000000,1412,1125.8,1687511,1829015,617296,1295,437,2.96,SRR9169194
5000000,1412,1741.7,1687511,1829015,617296,1295,437,2.96,SRR9169194
5000000,1412,1419.9,1687511,1829015,617296,1295,437,2.96,SRR9169194
5000000,1412,1184.7,1687511,1829015,617296,1295,437,2.96,SRR9169194
5000000,1412,1299.6,1687511,1829015,617296,1295,437,2.96,SRR9169194
5000000,1412,1546.5,1687511,1829015,617296,1295,437,2.96,SRR9169194
5000000,1412,1599.8,1687511,1829015,617296,1295,437,2.96,SRR9169194
5000000,1412,1470.4,1687511,1829015,617296,1295,437,2.96,SRR9169194
5000000,1412,1387.3,1687511,1829015,617296,1295,437,2.96,SRR9169194
5000000,1412,1892.7,1687511,1829015,617296,1295,437,2.96,SRR9169194
5000000,1412,1150.6,1687511,1829015,617296,1295,437,2.96,SRR9169194
5000000,1412,1041.6,1687511,1829015,617296,1295,437,2.96,SRR9169194
5000000,1412,1321.6,1687511,1829015,617296,1295,437,2.96,SRR9169194
5000000,1412,1057.5,1687511,1829015,617296,1295,437,2.96,SRR9169194
5000000,1412,1136.7,1687511,1829015,617296,1295,437,2.96,SRR9169194
5000000,707,1033.9,1687511,915803,309085,1295,437,2.96,SRR9169194
5000000,707,1116.5,1687511,915803,309085,1295,437,2.96,SRR9169194
5000000,707,1000.1,1687511,915803,309085,1295,437,2.96,SRR9169194
5000000,707,1378.9,1687511,915803,309085,1295,437,2.96,SRR9169194
5000000,707,1753.3,1687511,915803,309085,1295,437,2.96,SRR9169194
5000000,707,1733.9,1687511,915803,309085,1295,437,2.96,SRR9169194
5000000,707,1058.6,1687511,915803,309085,1295,437,2.96,SRR9169194
5000000,707,1327.3,1687511,915803,309085,1295,437,2.96,SRR9169194
5000000,707,1318.8,1687511,915803,309085,1295,437,2.96,SRR9169194
5000000,707,1581.2,1687511,915803,309085,1295,437,2.96,SRR9169194
5000000,707,1240.1,1687511,915803,309085,1295,437,2.96,SRR9169194
5000000,707,1276.9,1687511,915803,309085,1295,437,2.96,SRR9169194
5000000,707,1817.7,1687511,915803,309085,1295,437,2.96,SRR9169194
5000000,1412,1271.4,1687511,1829015,617296,1295,437,2.96,SRR9169194
5000000,707,1037.8,1687511,915803,309085,1295,437,2.96,SRR9169194
5000000,707,1614.6,1687511,915803,309085,1295,437,2.96,SRR9169194
5000000,707,1437.7,1687511,915803,309085,1295,437,2.96,SRR9169194
5000000,707,1272.0,1687511,915803,309085,1295,437,2.96,SRR9169194
5000000,707,1129.9,1687511,915803,309085,1295,437,2.96,SRR9169194
5000000,707,1630.8,1687511,915803,309085,1295,437,2.96,SRR9169194
5000000,707,1071.0,1687511,915803,309085,1295,437,2.96,SRR9169194
5000000,707,1126.0,1687511,915803,309085,1295,437,2.96,SRR9169194
5000000,707,1350.2,1687511,915803,309085,1295,437,2.96,SRR9169194
5000000,707,1214.8,1687511,915803,309085,1295,437,2.96,SRR9169194
5000000,707,1363.1,1687511,915803,309085,1295,437,2.96,SRR9169194
5000000,707,1133.9,1687511,915803,309085,1295,437,2.96,SRR9169194
5000000,707,1272.9,1687511,915803,309085,1295,437,2.96,SRR9169194
5000000,707,1560.8,1687511,915803,309085,1295,437,2.96,SRR9169194
5000000,1412,1453.9,1687511,1829015,617296,1295,437,2.96,SRR9169194
5000000,1996,1282.5,1687511,2585492,872609,1295,437,2.96,SRR9169194
7071068,707,1086.6,2323199,1295141,425518,1831,601,3.04,SRR9169194
7071068,1412,1021.2,2323199,2586618,849833,1831,601,3.04,SRR9169194
7071068,1412,1057.9,2323199,2586618,849833,1831,601,3.04,SRR9169194
7071068,1412,1111.9,2323199,2586618,849833,1831,601,3.04,SRR9169194
7071068,1412,1011.7,2323199,2586618,849833,1831,601,3.04,SRR9169194
7071068,1412,819.8,2323199,2586618,849833,1831,601,3.04,SRR9169194
7071068,1412,932.6,2323199,2586618,849833,1831,601,3.04,SRR9169194
7071068,1412,1058.3,2323199,2586618,849833,1831,601,3.04,SRR9169194
