total_seqtk_reads,sampled_cells,validation_error,total_UMIs,estimated_reads,estimated_UMIs,reads_per_cell,UMIs_per_cell,duplication_rate,dataset
5000000,999,2203.2,2078828,683778,284291,684,284,2.41,heart_10k_v3
5000000,1412,2744.5,2078828,966461,401821,684,284,2.41,heart_10k_v3
5000000,1412,2955.3,2078828,966461,401821,684,284,2.41,heart_10k_v3
5000000,1412,3425.6,2078828,966461,401821,684,284,2.41,heart_10k_v3
5000000,1412,2512.8,2078828,966461,401821,684,284,2.41,heart_10k_v3
5000000,1412,2394.9,2078828,966461,401821,684,284,2.41,heart_10k_v3
5000000,1412,2960.4,2078828,966461,401821,684,284,2.41,heart_10k_v3
5000000,1412,2455.5,2078828,966461,401821,684,284,2.41,heart_10k_v3
5000000,1412,2529.6,2078828,966461,401821,684,284,2.41,heart_10k_v3
5000000,1412,3386.2,2078828,966461,401821,684,284,2.41,heart_10k_v3
5000000,1412,2492.8,2078828,966461,401821,684,284,2.41,heart_10k_v3
5000000,1412,2691.2,2078828,966461,401821,684,284,2.41,heart_10k_v3
5000000,1412,3666.2,2078828,966461,401821,684,284,2.41,heart_10k_v3
5000000,1412,2358.3,2078828,966461,401821,684,284,2.41,heart_10k_v3
5000000,1412,2007.2,2078828,966461,401821,684,284,2.41,heart_10k_v3
5000000,1412,2295.1,2078828,966461,401821,684,284,2.41,heart_10k_v3
5000000,5642,1805.9,2078828,3861738,1605578,684,284,2.41,heart_10k_v3
5000000,1412,3008.8,2078828,966461,401821,684,284,2.41,heart_10k_v3
5000000,1412,2787.8,2078828,966461,401821,684,284,2.41,heart_10k_v3
5000000,1412,2946.5,2078828,966461,401821,684,284,2.41,heart_10k_v3
5000000,1412,2705.7,2078828,966461,401821,684,284,2.41,heart_10k_v3
5000000,500,3510.2,2078828,342231,142288,684,284,2.41,heart_10k_v3
5000000,500,2534.7,2078828,342231,142288,684,284,2.41,heart_10k_v3
5000000,500,1877.7,2078828,342231,142288,684,284,2.41,heart_10k_v3
5000000,500,1883.6,2078828,342231,142288,684,284,2.41,heart_10k_v3
5000000,1996,2814.4,2078828,1366187,568013,684,284,2.41,heart_10k_v3
5000000,1996,2984.7,2078828,1366187,568013,684,284,2.41,heart_10k_v3
5000000,1412,3194.7,2078828,966461,401821,684,284,2.41,heart_10k_v3
5000000,1412,3067.7,2078828,966461,401821,684,284,2.41,heart_10k_v3
5000000,1412,2704.0,2078828,966461,401821,684,284,2.41,heart_10k_v3
5000000,1412,3644.4,2078828,966461,401821,684,284,2.41,heart_10k_v3
5000000,1412,2175.2,2078828,966461,401821,684,284,2.41,heart_10k_v3
