total_seqtk_reads,sampled_cells,validation_error,total_UMIs,estimated_reads,estimated_UMIs,reads_per_cell,UMIs_per_cell,duplication_rate,dataset
5000000,500,2627.2,1958481,1865671,730776,3731,1461,2.55,neuron_1k_v3
5000000,707,1472.0,1958481,2638059,1033317,3731,1461,2.55,neuron_1k_v3
5000000,707,1442.9,1958481,2638059,1033317,3731,1461,2.55,neuron_1k_v3
5000000,707,1439.4,1958481,2638059,1033317,3731,1461,2.55,neuron_1k_v3
5000000,707,1445.9,1958481,2638059,1033317,3731,1461,2.55,neuron_1k_v3
5000000,707,1416.6,1958481,2638059,1033317,3731,1461,2.55,neuron_1k_v3
5000000,707,1237.8,1958481,2638059,1033317,3731,1461,2.55,neuron_1k_v3
5000000,707,1288.7,1958481,2638059,1033317,3731,1461,2.55,neuron_1k_v3
5000000,707,1226.2,1958481,2638059,1033317,3731,1461,2.55,neuron_1k_v3
5000000,707,1122.7,1958481,2638059,1033317,3731,1461,2.55,neuron_1k_v3
5000000,500,1217.0,1958481,1865671,730776,3731,1461,2.55,neuron_1k_v3
5000000,707,1394.4,1958481,2638059,1033317,3731,1461,2.55,neuron_1k_v3
5000000,707,1284.4,1958481,2638059,1033317,3731,1461,2.55,neuron_1k_v3
5000000,707,1204.5,1958481,2638059,1033317,3731,1461,2.55,neuron_1k_v3
5000000,707,1529.9,1958481,2638059,1033317,3731,1461,2.55,neuron_1k_v3
5000000,707,1554.3,1958481,2638059,1033317,3731,1461,2.55,neuron_1k_v3
5000000,707,1776.8,1958481,2638059,1033317,3731,1461,2.55,neuron_1k_v3
5000000,707,1483.0,1958481,2638059,1033317,3731,1461,2.55,neuron_1k_v3
5000000,707,1156.2,1958481,2638059,1033317,3731,1461,2.55,neuron_1k_v3
5000000,999,1734.6,1958481,3727611,1460091,3731,1461,2.55,neuron_1k_v3
5000000,999,2454.6,1958481,3727611,1460091,3731,1461,2.55,neuron_1k_v3
5000000,999,1453.9,1958481,3727611,1460091,3731,1461,2.55,neuron_1k_v3
5000000,999,1363.2,1958481,3727611,1460091,3731,1461,2.55,neuron_1k_v3
5000000,999,1932.9,1958481,3727611,1460091,3731,1461,2.55,neuron_1k_v3
5000000,999,1417.8,1958481,3727611,1460091,3731,1461,2.55,neuron_1k_v3
5000000,999,1210.4,1958481,3727611,1460091,3731,1461,2.55,neuron_1k_v3
5000000,999,1328.6,1958481,3727611,1460091,3731,1461,2.55,neuron_1k_v3
5000000,999,1265.4,1958481,3727611,1460091,3731,1461,2.55,neuron_1k_v3
5000000,999,844.7,1958481,3727611,1460091,3731,1461,2.55,neuron_1k_v3
5000000,999,952.6,1958481,3727611,1460091,3731,1461,2.55,neuron_1k_v3
5000000,999,1257.9,1958481,3727611,1460091,3731,1461,2.55,neuron_1k_v3
5000000,999,1433.9,1958481,3727611,1460091,3731,1461,2.55,neuron_1k_v3
5000000,707,1354.8,1958481,2638059,1033317,3731,1461,2.55,neuron_1k_v3
5000000,707,2199.5,1958481,2638059,1033317,3731,1461,2.55,neuron_1k_v3
5000000,707,1362.0,1958481,2638059,1033317,3731,1461,2.55,neuron_1k_v3
5000000,999,1224.1,1958481,3727611,1460091,3731,1461,2.55,neuron_1k_v3
5000000,707,1838.7,1958481,2638059,1033317,3731,1461,2.55,neuron_1k_v3
5000000,707,1086.9,1958481,2638059,1033317,3731,1461,2.55,neuron_1k_v3
5000000,500,1562.7,1958481,1865671,730776,3731,1461,2.55,neuron_1k_v3
5000000,500,2078.4,1958481,1865671,730776,3731,1461,2.55,neuron_1k_v3
5000000,500,2737.6,1958481,1865671,730776,3731,1461,2.55,neuron_1k_v3
5000000,500,1333.8,1958481,1865671,730776,3731,1461,2.55,neuron_1k_v3
5000000,500,1710.6,1958481,1865671,730776,3731,1461,2.55,neuron_1k_v3
5000000,500,1562.6,1958481,1865671,730776,3731,1461,2.55,neuron_1k_v3
5000000,500,1803.3,1958481,1865671,730776,3731,1461,2.55,neuron_1k_v3
5000000,500,893.0,1958481,1865671,730776,3731,1461,2.55,neuron_1k_v3
5000000,500,1227.8,1958481,1865671,730776,3731,1461,2.55,neuron_1k_v3
5000000,500,2287.5,1958481,1865671,730776,3731,1461,2.55,neuron_1k_v3
5000000,500,1451.7,1958481,1865671,730776,3731,1461,2.55,neuron_1k_v3
5000000,500,1189.5,1958481,1865671,730776,3731,1461,2.55,neuron_1k_v3
5000000,500,1715.5,1958481,1865671,730776,3731,1461,2.55,neuron_1k_v3
5000000,500,1734.5,1958481,1865671,730776,3731,1461,2.55,neuron_1k_v3
5000000,500,1004.6,1958481,1865671,730776,3731,1461,2.55,neuron_1k_v3
5000000,500,2686.0,1958481,1865671,730776,3731,1461,2.55,neuron_1k_v3
5000000,500,1652.9,1958481,1865671,730776,3731,1461,2.55,neuron_1k_v3
5000000,500,1538.5,1958481,1865671,730776,3731,1461,2.55,neuron_1k_v3
5000000,707,1700.3,1958481,2638059,1033317,3731,1461,2.55,neuron_1k_v3
5000000,707,1203.8,1958481,2638059,1033317,3731,1461,2.55,neuron_1k_v3
5000000,707,1666.9,1958481,2638059,1033317,3731,1461,2.55,neuron_1k_v3
5000000,707,2021.3,1958481,2638059,1033317,3731,1461,2.55,neuron_1k_v3
5000000,707,1614.6,1958481,2638059,1033317,3731,1461,2.55,neuron_1k_v3
5000000,707,1177.6,1958481,2638059,1033317,3731,1461,2.55,neuron_1k_v3
5000000,500,799.5,1958481,1865671,730776,3731,1461,2.55,neuron_1k_v3
5000000,500,1760.4,1958481,1865671,730776,3731,1461,2.55,neuron_1k_v3
5000000,500,1702.8,1958481,1865671,730776,3731,1461,2.55,neuron_1k_v3
5000000,500,1469.3,1958481,1865671,730776,3731,1461,2.55,neuron_1k_v3
5000000,500,1371.9,1958481,1865671,730776,3731,1461,2.55,neuron_1k_v3
5000000,500,2028.8,1958481,1865671,730776,3731,1461,2.55,neuron_1k_v3
5000000,500,1997.9,1958481,1865671,730776,3731,1461,2.55,neuron_1k_v3
5000000,500,2678.2,1958481,1865671,730776,3731,1461,2.55,neuron_1k_v3
5000000,500,1089.0,1958481,1865671,730776,3731,1461,2.55,neuron_1k_v3
5000000,707,1203.4,1958481,2638059,1033317,3731,1461,2.55,neuron_1k_v3
5000000,999,1237.3,1958481,3727611,1460091,3731,1461,2.55,neuron_1k_v3
5000000,707,1296.4,1958481,2638059,1033317,3731,1461,2.55,neuron_1k_v3
5000000,999,1256.8,1958481,3727611,1460091,3731,1461,2.55,neuron_1k_v3
5000000,999,1325.7,1958481,3727611,1460091,3731,1461,2.55,neuron_1k_v3
5000000,999,1221.2,1958481,3727611,1460091,3731,1461,2.55,neuron_1k_v3
5000000,999,1119.1,1958481,3727611,1460091,3731,1461,2.55,neuron_1k_v3
5000000,999,1267.6,1958481,3727611,1460091,3731,1461,2.55,neuron_1k_v3
5000000,999,1566.6,1958481,3727611,1460091,3731,1461,2.55,neuron_1k_v3
5000000,999,1024.7,1958481,3727611,1460091,3731,1461,2.55,neuron_1k_v3
